"Position";"VisiPos";"Status";"F-Nr";"Adresse";"Meldung_DE_DE";"Hilfetext_DE_DE";
"PFT01-3120";"";"0";"0898";"112.1";"";"";
"PFT01-3120";"";"0";"0899";"112.2";"";"";
"PFT01-3120";"";"0";"0900";"112.3";"";"";
"PFT01-3200";"PFT01-32";"1";"0901";"112.4";"Schaltschrank 31.11.SCH1: Wartungsschalter ausgeschaltet";"";
"PFT01-3200";"PFT01-32";"1";"0902";"112.5";"Schaltschrank 31.04.SCH1: Wartungsschalter ausgeschaltet";"";
"PFT01-3200";"PFT01-32";"1";"0903";"112.6";"Schaltschrank 31.20.SCH1: Wartungsschalter ausgeschaltet";"";
"PFT01-3200";"PFT01-32";"1";"0904";"112.7";"Schaltschrank 33.02.SCH1: Wartungsschalter ausgeschaltet";"";
"PFT01-3200";"PFT01-32";"2";"0905";"113.0";"Schaltschrank 30.00.SCH1: Sicherungsautomat ausgelöst";"";
"PFT01-3200";"PFT01-32";"2";"0906";"113.1";"Schaltschrank 30.00.SCH1: Netzschütz abgefallen";"";
"PFT01-3200";"PFT01-32";"2";"0907";"113.2";"Schaltschrank 30.00.SCH1: Überwachung Netzschütz ausgelöst";"";
"PFT01-3200";"";"0";"0908";"113.3";"";"";
"PFT01-3200";"";"0";"0909";"113.4";"";"";
"PFT01-3200";"";"0";"0910";"113.5";"";"";
"PFT01-3200";"";"0";"0911";"113.6";"";"";
"PFT01-3200";"";"0";"0912";"113.7";"";"";
"PFT01-3200";"";"0";"0913";"114.0";"";"";
"PFT01-3200";"";"0";"0914";"114.1";"";"";
"PFT01-3200";"";"0";"0915";"114.2";"";"";
"PFT01-3200";"";"0";"0916";"114.3";"";"";
"PFT01-3200";"";"0";"0917";"114.4";"";"";
"PFT01-3200";"";"0";"0918";"114.5";"";"";
"PFT01-3200";"";"0";"0919";"114.6";"";"";
"PFT01-3200";"";"0";"0920";"114.7";"";"";
"PFT01-3201";"";"2";"0921";"115.0";"Kettenförderer: Verbindung zum Antrieb unterbrochen";"";
"PFT01-3201";"";"2";"0922";"115.1";"Kettenförderer: Umrichter gestört";"";
"PFT01-3201";"";"2";"0923";"115.2";"Kettenförderer: Ladeeinheit Bewegung fehlerhaft";"";
"PFT01-3201";"";"2";"0924";"115.3";"Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3201";"";"2";"0925";"115.4";"Auftragsfehler";"";
"PFT01-3201";"";"4";"0926";"115.5";"Ladeeinheit wartet auf neue Zielposition";"";
"PFT01-3201";"";"0";"0927";"115.6";"";"";
"PFT01-3201";"";"0";"0928";"115.7";"";"";
"PFT01-3201";"";"0";"0929";"116.0";"";"";
"PFT01-3201";"";"0";"0930";"116.1";"";"";
"PFT01-3201";"";"0";"0931";"116.2";"";"";
"PFT01-3201";"";"0";"0932";"116.3";"";"";
"PFT01-3201";"";"0";"0933";"116.4";"";"";
"PFT01-3201";"";"0";"0934";"116.5";"";"";
"PFT01-3201";"";"0";"0935";"116.6";"";"";
"PFT01-3201";"";"0";"0936";"116.7";"";"";
"PFT01-3201";"";"0";"0937";"117.0";"";"";
"PFT01-3201";"";"0";"0938";"117.1";"";"";
"PFT01-3201";"";"0";"0939";"117.2";"";"";
"PFT01-3201";"";"0";"0940";"117.3";"";"";
"PFT01-3202";"";"2";"0941";"117.4";"Rollenförderer: Verbindung zum Antrieb unterbrochen";"";
"PFT01-3202";"";"2";"0942";"117.5";"Rollenförderer: Umrichter gestört";"";
"PFT01-3202";"";"2";"0943";"117.6";"Rollenförderer: Ladeeinheit Bewegung fehlerhaft";"";
"PFT01-3202";"";"2";"0944";"117.7";"Hubwerk: Verbindung zum Antrieb unterbrochen";"";
"PFT01-3202";"";"2";"0945";"118.0";"Hubwerk: Umrichter gestört";"";
"PFT01-3202";"";"2";"0946";"118.1";"Hubwerk: Endlage nicht erreicht";"";
"PFT01-3202";"";"2";"0947";"118.2";"Hubwerk: Endlage nicht plausibel";"";
"PFT01-3202";"";"2";"0948";"118.3";"Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3202";"";"2";"0949";"118.4";"Auftragsfehler";"";
"PFT01-3202";"";"4";"0950";"118.5";"Ladeeinheit wartet auf neue Zielposition";"";
"PFT01-3202";"";"0";"0951";"118.6";"";"";
"PFT01-3202";"";"0";"0952";"118.7";"";"";
"PFT01-3202";"";"0";"0953";"119.0";"";"";
"PFT01-3202";"";"0";"0954";"119.1";"";"";
"PFT01-3202";"";"0";"0955";"119.2";"";"";
"PFT01-3202";"";"0";"0956";"119.3";"";"";
"PFT01-3202";"";"0";"0957";"119.4";"";"";
"PFT01-3202";"";"0";"0958";"119.5";"";"";
"PFT01-3202";"";"0";"0959";"119.6";"";"";
"PFT01-3202";"";"0";"0960";"119.7";"";"";
"PFT01-3203";"";"2";"0961";"120.0";"Rollenförderer: Verbindung zum Antrieb unterbrochen";"";
"PFT01-3203";"";"2";"0962";"120.1";"Rollenförderer: Umrichter gestört";"";
"PFT01-3203";"";"2";"0963";"120.2";"Rollenförderer: Ladeeinheit Bewegung fehlerhaft";"";
"PFT01-3203";"PFT01-3204";"2";"0964";"120.3";"Spaltkontrolle ausgelöst";"";
"PFT01-3203";"";"2";"0965";"120.4";"Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3203";"";"2";"0966";"120.5";"Auftragsfehler";"";
"PFT01-3203";"";"0";"0967";"120.6";"";"";
"PFT01-3203";"";"0";"0968";"120.7";"";"";
"PFT01-3203";"";"0";"0969";"121.0";"";"";
"PFT01-3203";"";"0";"0970";"121.1";"";"";
"PFT01-3203";"";"0";"0971";"121.2";"";"";
"PFT01-3203";"";"0";"0972";"121.3";"";"";
"PFT01-3203";"";"0";"0973";"121.4";"";"";
"PFT01-3203";"";"0";"0974";"121.5";"";"";
"PFT01-3203";"";"0";"0975";"121.6";"";"";
"PFT01-3203";"";"0";"0976";"121.7";"";"";
"PFT01-3203";"";"0";"0977";"122.0";"";"";
"PFT01-3203";"";"0";"0978";"122.1";"";"";
"PFT01-3203";"";"0";"0979";"122.2";"";"";
"PFT01-3203";"";"0";"0980";"122.3";"";"";
"PFT01-3204";"";"1";"0981";"122.4";"Schaltschrank 32.04.SCH1: Wartungsschalter ausgeschaltet";"";
"PFT01-3204";"";"2";"0982";"122.5";"Drehtisch: Verbindung zum Antrieb unterbrochen";"";
"PFT01-3204";"";"2";"0983";"122.6";"Drehtisch: Umrichter gestört";"";
"PFT01-3204";"";"2";"0984";"122.7";"Drehtisch: Endlage nicht erreicht";"";
"PFT01-3204";"";"2";"0985";"123.0";"Drehtisch: Endlage nicht plausibel";"";
"PFT01-3204";"";"2";"0986";"123.1";"Rollenförderer: Verbindung zum Antrieb unterbrochen";"";
"PFT01-3204";"";"2";"0987";"123.2";"Rollenförderer: Umrichter gestört";"";
"PFT01-3204";"";"2";"0988";"123.3";"Rollenförderer: Ladeeinheit Bewegung fehlerhaft";"";
"PFT01-3204";"";"2";"0989";"123.4";"Verbindung zum Feldmodul 3/7A unterbrochen";"";
"PFT01-3204";"";"2";"0990";"123.5";"Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3204";"";"2";"0991";"123.6";"Auftragsfehler";"";
"PFT01-3204";"";"0";"0992";"123.7";"";"";
"PFT01-3204";"";"0";"0993";"124.0";"";"";
"PFT01-3204";"";"0";"0994";"124.1";"";"";
"PFT01-3204";"";"0";"0995";"124.2";"";"";
"PFT01-3204";"";"0";"0996";"124.3";"";"";
"PFT01-3204";"";"0";"0997";"124.4";"";"";
"PFT01-3204";"";"0";"0998";"124.5";"";"";
"PFT01-3204";"";"0";"0999";"124.6";"";"";
"PFT01-3204";"";"0";"1000";"124.7";"";"";
"PFT01-3205";"";"1";"1001";"125.0";"Schaltschrank 32.05.SCH1: Wartungsschalter ausgeschaltet";"";
"PFT01-3205";"";"2";"1002";"125.1";"Rollenförderer: Verbindung zum Antrieb unterbrochen";"";
"PFT01-3205";"";"2";"1003";"125.2";"Rollenförderer: Umrichter gestört";"";
"PFT01-3205";"";"2";"1004";"125.3";"Rollenförderer: Ladeeinheit Bewegung fehlerhaft";"";
"PFT01-3205";"PFT01-3204";"2";"1005";"125.4";"Spaltkontrolle ausgelöst";"";
"PFT01-3205";"";"4";"1006";"125.5";"Brandschutztor: Brandalarm";"";
"PFT01-3205";"";"2";"1007";"125.6";"Brandschutztor gestört";"";
"PFT01-3205";"";"2";"1008";"125.7";"Brandschutztor: Endlage nicht erreicht";"";
"PFT01-3205";"";"2";"1009";"126.0";"Brandschutztor: Endlage nicht plausibel";"";
"PFT01-3205";"";"2";"1010";"126.1";"Brandschutztor: Handbetrieb aktiv";"";
"PFT01-3205";"";"0";"1011";"126.2";"";"";
"PFT01-3205";"";"0";"1012";"126.3";"";"";
"PFT01-3205";"";"0";"1013";"126.4";"";"";
"PFT01-3205";"";"0";"1014";"126.5";"";"";
"PFT01-3205";"";"0";"1015";"126.6";"";"";
"PFT01-3205";"";"0";"1016";"126.7";"";"";
"PFT01-3205";"";"0";"1017";"127.0";"";"";
"PFT01-3205";"";"0";"1018";"127.1";"";"";
"PFT01-3205";"";"0";"1019";"127.2";"";"";
"PFT01-3205";"";"0";"1020";"127.3";"";"";
"PFT01-3206";"";"2";"1021";"127.4";"Rollenförderer: Verbindung zum Antrieb unterbrochen";"";
"PFT01-3206";"";"2";"1022";"127.5";"Rollenförderer: Umrichter gestört";"";
"PFT01-3206";"";"2";"1023";"127.6";"Rollenförderer: Ladeeinheit Bewegung fehlerhaft";"";
"PFT01-3206";"";"2";"1024";"127.7";"Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3206";"";"2";"1025";"128.0";"Auftragsfehler";"";
"PFT01-3206";"";"0";"1026";"128.1";"";"";
"PFT01-3206";"";"0";"1027";"128.2";"";"";
"PFT01-3206";"";"0";"1028";"128.3";"";"";
"PFT01-3206";"";"0";"1029";"128.4";"";"";
"PFT01-3206";"";"0";"1030";"128.5";"";"";
"PFT01-3206";"";"0";"1031";"128.6";"";"";
"PFT01-3206";"";"0";"1032";"128.7";"";"";
"PFT01-3206";"";"0";"1033";"129.0";"";"";
"PFT01-3206";"";"0";"1034";"129.1";"";"";
"PFT01-3206";"";"0";"1035";"129.2";"";"";
"PFT01-3206";"";"0";"1036";"129.3";"";"";
"PFT01-3206";"";"0";"1037";"129.4";"";"";
"PFT01-3206";"";"0";"1038";"129.5";"";"";
"PFT01-3206";"";"0";"1039";"129.6";"";"";
"PFT01-3206";"";"0";"1040";"129.7";"";"";
"PFT01-3207";"";"2";"1041";"130.0";"Rollenförderer: Verbindung zum Antrieb unterbrochen";"";
"PFT01-3207";"";"2";"1042";"130.1";"Rollenförderer: Umrichter gestört";"";
"PFT01-3207";"";"2";"1043";"130.2";"Rollenförderer: Ladeeinheit Bewegung fehlerhaft";"";
"PFT01-3207";"";"2";"1044";"130.3";"1.Platz: Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3207";"";"2";"1045";"130.4";"1.Platz: Auftragsfehler";"";
"PFT01-3207";"";"2";"1046";"130.5";"2.Platz: Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3207";"";"2";"1047";"130.6";"2.Platz: Auftragsfehler";"";
"PFT01-3207";"";"0";"1048";"130.7";"";"";
"PFT01-3207";"";"0";"1049";"131.0";"";"";
"PFT01-3207";"";"0";"1050";"131.1";"";"";
"PFT01-3207";"";"0";"1051";"131.2";"";"";
"PFT01-3207";"";"0";"1052";"131.3";"";"";
"PFT01-3207";"";"0";"1053";"131.4";"";"";
"PFT01-3207";"";"0";"1054";"131.5";"";"";
"PFT01-3207";"";"0";"1055";"131.6";"";"";
"PFT01-3207";"";"0";"1056";"131.7";"";"";
"PFT01-3207";"";"0";"1057";"132.0";"";"";
"PFT01-3207";"";"0";"1058";"132.1";"";"";
"PFT01-3207";"";"0";"1059";"132.2";"";"";
"PFT01-3207";"";"0";"1060";"132.3";"";"";
"PFT01-3208";"";"2";"1061";"132.4";"Rollenförderer: Verbindung zum Antrieb unterbrochen";"";
"PFT01-3208";"";"2";"1062";"132.5";"Rollenförderer: Umrichter gestört";"";
"PFT01-3208";"";"2";"1063";"132.6";"Rollenförderer: Ladeeinheit Bewegung fehlerhaft";"";
"PFT01-3208";"";"2";"1064";"132.7";"1.Platz: Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3208";"";"2";"1065";"133.0";"1.Platz: Auftragsfehler";"";
"PFT01-3208";"";"2";"1066";"133.1";"2.Platz: Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3208";"";"2";"1067";"133.2";"2.Platz: Auftragsfehler";"";
"PFT01-3208";"";"0";"1068";"133.3";"";"";
"PFT01-3208";"";"0";"1069";"133.4";"";"";
"PFT01-3208";"";"0";"1070";"133.5";"";"";
"PFT01-3208";"";"0";"1071";"133.6";"";"";
"PFT01-3208";"";"0";"1072";"133.7";"";"";
"PFT01-3208";"";"0";"1073";"134.0";"";"";
"PFT01-3208";"";"0";"1074";"134.1";"";"";
"PFT01-3208";"";"0";"1075";"134.2";"";"";
"PFT01-3208";"";"0";"1076";"134.3";"";"";
"PFT01-3208";"";"0";"1077";"134.4";"";"";
"PFT01-3208";"";"0";"1078";"134.5";"";"";
"PFT01-3208";"";"0";"1079";"134.6";"";"";
"PFT01-3208";"";"0";"1080";"134.7";"";"";
"PFT01-3209";"";"2";"1081";"135.0";"Rollenförderer: Verbindung zum Antrieb unterbrochen";"";
"PFT01-3209";"";"2";"1082";"135.1";"Rollenförderer: Umrichter gestört";"";
"PFT01-3209";"";"2";"1083";"135.2";"Rollenförderer: Ladeeinheit Bewegung fehlerhaft";"";
"PFT01-3209";"";"2";"1084";"135.3";"Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3209";"";"2";"1085";"135.4";"Auftragsfehler";"";
"PFT01-3209";"";"0";"1086";"135.5";"";"";
"PFT01-3209";"";"0";"1087";"135.6";"";"";
"PFT01-3209";"";"0";"1088";"135.7";"";"";
"PFT01-3209";"";"0";"1089";"136.0";"";"";
"PFT01-3209";"";"0";"1090";"136.1";"";"";
"PFT01-3209";"";"0";"1091";"136.2";"";"";
"PFT01-3209";"";"0";"1092";"136.3";"";"";
"PFT01-3209";"";"0";"1093";"136.4";"";"";
"PFT01-3209";"";"0";"1094";"136.5";"";"";
"PFT01-3209";"";"0";"1095";"136.6";"";"";
"PFT01-3209";"";"0";"1096";"136.7";"";"";
"PFT01-3209";"";"0";"1097";"137.0";"";"";
"PFT01-3209";"";"0";"1098";"137.1";"";"";
"PFT01-3209";"";"0";"1099";"137.2";"";"";
"PFT01-3209";"";"0";"1100";"137.3";"";"";
"PFT01-3210";"";"2";"1101";"137.4";"Rollenförderer: Verbindung zum Antrieb unterbrochen";"";
"PFT01-3210";"";"2";"1102";"137.5";"Rollenförderer: Umrichter gestört";"";
"PFT01-3210";"";"2";"1103";"137.6";"Rollenförderer: Ladeeinheit Bewegung fehlerhaft";"";
"PFT01-3210";"";"2";"1104";"137.7";"Kettenförderer: Verbindung zum Antrieb unterbrochen";"";
"PFT01-3210";"";"2";"1105";"138.0";"Kettenförderer: Umrichter gestört";"";
"PFT01-3210";"";"2";"1106";"138.1";"Kettenförderer: Ladeeinheit Bewegung fehlerhaft";"";
"PFT01-3210";"";"2";"1107";"138.2";"Hubwerk: Verbindung zum Antrieb unterbrochen";"";
"PFT01-3210";"";"2";"1108";"138.3";"Hubwerk: Umrichter gestört";"";
"PFT01-3210";"";"2";"1109";"138.4";"Hubwerk: Endlage nicht erreicht";"";
"PFT01-3210";"";"2";"1110";"138.5";"Hubwerk: Endlage nicht plausibel";"";
"PFT01-3210";"";"2";"1111";"138.6";"1.Platz: Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3210";"";"2";"1112";"138.7";"1.Platz: Auftragsfehler";"";
"PFT01-3210";"";"2";"1113";"139.0";"2.Platz: Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3210";"";"2";"1114";"139.1";"2.Platz: Auftragsfehler";"";
"PFT01-3210";"";"4";"1115";"139.2";"2.Platz: Ladeeinheit wartet auf neue Zielposition";"";
"PFT01-3210";"";"0";"1116";"139.3";"";"";
"PFT01-3210";"";"0";"1117";"139.4";"";"";
"PFT01-3210";"";"0";"1118";"139.5";"";"";
"PFT01-3210";"";"0";"1119";"139.6";"";"";
"PFT01-3210";"";"0";"1120";"139.7";"";"";
"PFT01-3211";"";"2";"1121";"140.0";"Rollenförderer: Verbindung zum Antrieb unterbrochen";"";
"PFT01-3211";"";"2";"1122";"140.1";"Rollenförderer: Umrichter gestört";"";
"PFT01-3211";"";"2";"1123";"140.2";"Rollenförderer: Ladeeinheit Bewegung fehlerhaft";"";
"PFT01-3211";"";"2";"1124";"140.3";"Spaltkontrolle ausgelöst";"";
"PFT01-3211";"";"2";"1125";"140.4";"Schnelllauftor: Endlage nicht erreicht";"";
"PFT01-3211";"";"2";"1126";"140.5";"Schnelllauftor: Endlage nicht plausibel";"";
"PFT01-3211";"";"2";"1127";"140.6";"Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3211";"";"2";"1128";"140.7";"Auftragsfehler";"";
"PFT01-3211";"";"0";"1129";"141.0";"";"";
"PFT01-3211";"";"0";"1130";"141.1";"";"";
"PFT01-3211";"";"0";"1131";"141.2";"";"";
"PFT01-3211";"";"0";"1132";"141.3";"";"";
"PFT01-3211";"";"0";"1133";"141.4";"";"";
"PFT01-3211";"";"0";"1134";"141.5";"";"";
"PFT01-3211";"";"0";"1135";"141.6";"";"";
"PFT01-3211";"";"0";"1136";"141.7";"";"";
"PFT01-3211";"";"0";"1137";"142.0";"";"";
"PFT01-3211";"";"0";"1138";"142.1";"";"";
"PFT01-3211";"";"0";"1139";"142.2";"";"";
"PFT01-3211";"";"0";"1140";"142.3";"";"";
"PFT01-3300";"PFT01-3203; PFT01-3204; PFT01-3205; PFT01-3301; PFT01-3302; PFT01-3303; PFT01-3304; PFT01-3305";"1";"1141";"142.4";"Schaltschrank 33.02.SCH1: Handbetrieb aktiv";"";
"PFT01-3300";"PFT01-3303; PFT01-3304; PFT01-3305; PFT01-3306; PFT01-3307; PFT01-34";"1";"1142";"142.5";"Schaltschrank 33.06.SCH1: Handbetrieb aktiv";"";
"PFT01-3300";"PFT01-3302";"4";"1143";"142.6";"Schaltschrank 33.02.SCH1: HMI gestört";"";
"PFT01-3300";"PFT01-3302";"4";"1144";"142.7";"Schaltschrank 33.02.SCH1: Verbindung zum HMI unterbrochen";"";
"PFT01-3300";"PFT01-3306";"4";"1145";"143.0";"Schaltschrank 33.06.SCH1: HMI gestört";"";
"PFT01-3300";"PFT01-3306";"4";"1146";"143.1";"Schaltschrank 33.06.SCH1: Verbindung zum HMI unterbrochen";"";
"PFT01-3300";"PFT01-3306";"4";"1147";"143.2";"Schaltschrank 33.06.SCH1: Taster 'Zustimmung' gestört";"";
"PFT01-3300";"PFT01-33";"1";"1148";"143.3";"Schaltschrank 31.20.SCH1: Wartungsschalter ausgeschaltet";"";
"PFT01-3300";"PFT01-33";"1";"1149";"143.4";"Schaltschrank 33.06.SCH1: Wartungsschalter ausgeschaltet";"";
"PFT01-3300";"PFT01-33";"1";"1150";"143.5";"Schaltschrank 33.02.SCH1: Wartungsschalter ausgeschaltet";"";
"PFT01-3300";"PFT01-33";"1";"1151";"143.6";"Schaltschrank 33.07.SCH1: Wartungsschalter ausgeschaltet";"";
"PFT01-3300";"PFT01-33";"2";"1152";"143.7";"Schaltschrank 30.00.SCH1: Sicherungsautomat ausgelöst";"";
"PFT01-3300";"PFT01-33";"2";"1153";"144.0";"Schaltschrank 30.00.SCH1: Netzschütz abgefallen";"";
"PFT01-3300";"PFT01-33";"2";"1154";"144.1";"Schaltschrank 30.00.SCH1: Überwachung Netzschütz ausgelöst";"";
"PFT01-3300";"";"0";"1155";"144.2";"";"";
"PFT01-3300";"";"0";"1156";"144.3";"";"";
"PFT01-3300";"";"0";"1157";"144.4";"";"";
"PFT01-3300";"";"0";"1158";"144.5";"";"";
"PFT01-3300";"";"0";"1159";"144.6";"";"";
"PFT01-3300";"";"0";"1160";"144.7";"";"";
"PFT01-3301";"";"1";"1161";"145.0";"Schaltschrank 33.01.SCH1: Wartungsschalter ausgeschaltet";"";
"PFT01-3301";"";"2";"1162";"145.1";"Rollenförderer: Verbindung zum Antrieb unterbrochen";"";
"PFT01-3301";"";"2";"1163";"145.2";"Rollenförderer: Umrichter gestört";"";
"PFT01-3301";"";"2";"1164";"145.3";"Rollenförderer: Ladeeinheit Bewegung fehlerhaft";"";
"PFT01-3301";"";"2";"1165";"145.4";"Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3301";"";"2";"1166";"145.5";"Auftragsfehler";"";
"PFT01-3301";"";"0";"1167";"145.6";"";"";
"PFT01-3301";"";"0";"1168";"145.7";"";"";
"PFT01-3301";"";"0";"1169";"146.0";"";"";
"PFT01-3301";"";"0";"1170";"146.1";"";"";
"PFT01-3301";"";"0";"1171";"146.2";"";"";
"PFT01-3301";"";"0";"1172";"146.3";"";"";
"PFT01-3301";"";"0";"1173";"146.4";"";"";
"PFT01-3301";"";"0";"1174";"146.5";"";"";
"PFT01-3301";"";"0";"1175";"146.6";"";"";
"PFT01-3301";"";"0";"1176";"146.7";"";"";
"PFT01-3301";"";"0";"1177";"147.0";"";"";
"PFT01-3301";"";"0";"1178";"147.1";"";"";
"PFT01-3301";"";"0";"1179";"147.2";"";"";
"PFT01-3301";"";"0";"1180";"147.3";"";"";
"PFT01-3302";"";"2";"1181";"147.4";"Rollenförderer: Verbindung zum Antrieb unterbrochen";"";
"PFT01-3302";"";"2";"1182";"147.5";"Rollenförderer: Umrichter gestört";"";
"PFT01-3302";"";"2";"1183";"147.6";"Rollenförderer: Ladeeinheit Bewegung fehlerhaft";"";
"PFT01-3302";"";"2";"1184";"147.7";"Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3302";"";"2";"1185";"148.0";"Auftragsfehler";"";
"PFT01-3302";"";"0";"1186";"148.1";"";"";
"PFT01-3302";"";"0";"1187";"148.2";"";"";
"PFT01-3302";"";"0";"1188";"148.3";"";"";
"PFT01-3302";"";"0";"1189";"148.4";"";"";
"PFT01-3302";"";"0";"1190";"148.5";"";"";
"PFT01-3302";"";"0";"1191";"148.6";"";"";
"PFT01-3302";"";"0";"1192";"148.7";"";"";
"PFT01-3302";"";"0";"1193";"149.0";"";"";
"PFT01-3302";"";"0";"1194";"149.1";"";"";
"PFT01-3302";"";"0";"1195";"149.2";"";"";
"PFT01-3302";"";"0";"1196";"149.3";"";"";
"PFT01-3302";"";"0";"1197";"149.4";"";"";
"PFT01-3302";"";"0";"1198";"149.5";"";"";
"PFT01-3302";"";"0";"1199";"149.6";"";"";
"PFT01-3302";"";"0";"1200";"149.7";"";"";
"PFT01-3303";"";"2";"1201";"150.0";"Rollenförderer: Verbindung zum Antrieb unterbrochen";"";
"PFT01-3303";"";"2";"1202";"150.1";"Rollenförderer: Umrichter gestört";"";
"PFT01-3303";"";"2";"1203";"150.2";"Rollenförderer: Ladeeinheit Bewegung fehlerhaft";"";
"PFT01-3303";"PFT01-3304";"2";"1204";"150.3";"Spaltkontrolle ausgelöst";"";
"PFT01-3303";"";"2";"1205";"150.4";"Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3303";"";"2";"1206";"150.5";"Auftragsfehler";"";
"PFT01-3303";"";"0";"1207";"150.6";"";"";
"PFT01-3303";"";"0";"1208";"150.7";"";"";
"PFT01-3303";"";"0";"1209";"151.0";"";"";
"PFT01-3303";"";"0";"1210";"151.1";"";"";
"PFT01-3303";"";"0";"1211";"151.2";"";"";
"PFT01-3303";"";"0";"1212";"151.3";"";"";
"PFT01-3303";"";"0";"1213";"151.4";"";"";
"PFT01-3303";"";"0";"1214";"151.5";"";"";
"PFT01-3303";"";"0";"1215";"151.6";"";"";
"PFT01-3303";"";"0";"1216";"151.7";"";"";
"PFT01-3303";"";"0";"1217";"152.0";"";"";
"PFT01-3303";"";"0";"1218";"152.1";"";"";
"PFT01-3303";"";"0";"1219";"152.2";"";"";
"PFT01-3303";"";"0";"1220";"152.3";"";"";
"PFT01-3304";"";"2";"1221";"152.4";"Drehtisch: Verbindung zum Antrieb unterbrochen";"";
"PFT01-3304";"";"2";"1222";"152.5";"Drehtisch: Umrichter gestört";"";
"PFT01-3304";"";"2";"1223";"152.6";"Drehtisch: Endlage nicht erreicht";"";
"PFT01-3304";"";"2";"1224";"152.7";"Drehtisch: Endlage nicht plausibel";"";
"PFT01-3304";"";"2";"1225";"153.0";"Rollenförderer: Verbindung zum Antrieb unterbrochen";"";
"PFT01-3304";"";"2";"1226";"153.1";"Rollenförderer: Umrichter gestört";"";
"PFT01-3304";"";"2";"1227";"153.2";"Rollenförderer: Ladeeinheit Bewegung fehlerhaft";"";
"PFT01-3304";"";"2";"1228";"153.3";"Verbindung zum Feldmodul 4/6A unterbrochen";"";
"PFT01-3304";"";"2";"1229";"153.4";"Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3304";"";"2";"1230";"153.5";"Auftragsfehler";"";
"PFT01-3304";"";"0";"1231";"153.6";"";"";
"PFT01-3304";"";"0";"1232";"153.7";"";"";
"PFT01-3304";"";"0";"1233";"154.0";"";"";
"PFT01-3304";"";"0";"1234";"154.1";"";"";
"PFT01-3304";"";"0";"1235";"154.2";"";"";
"PFT01-3304";"";"0";"1236";"154.3";"";"";
"PFT01-3304";"";"0";"1237";"154.4";"";"";
"PFT01-3304";"";"0";"1238";"154.5";"";"";
"PFT01-3304";"";"0";"1239";"154.6";"";"";
"PFT01-3304";"";"0";"1240";"154.7";"";"";
"PFT01-3305";"";"2";"1241";"155.0";"Rollenförderer: Verbindung zum Antrieb unterbrochen";"";
"PFT01-3305";"";"2";"1242";"155.1";"Rollenförderer: Umrichter gestört";"";
"PFT01-3305";"";"2";"1243";"155.2";"Rollenförderer: Ladeeinheit Bewegung fehlerhaft";"";
"PFT01-3305";"";"2";"1244";"155.3";"Verbindung zum Feldmodul 4/6B unterbrochen";"";
"PFT01-3305";"PFT01-3304";"2";"1245";"155.4";"Spaltkontrolle ausgelöst";"";
"PFT01-3305";"";"2";"1246";"155.5";"Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3305";"";"2";"1247";"155.6";"Auftragsfehler";"";
"PFT01-3305";"";"0";"1248";"155.7";"";"";
"PFT01-3305";"";"0";"1249";"156.0";"";"";
"PFT01-3305";"";"0";"1250";"156.1";"";"";
"PFT01-3305";"";"0";"1251";"156.2";"";"";
"PFT01-3305";"";"0";"1252";"156.3";"";"";
"PFT01-3305";"";"0";"1253";"156.4";"";"";
"PFT01-3305";"";"0";"1254";"156.5";"";"";
"PFT01-3305";"";"0";"1255";"156.6";"";"";
"PFT01-3305";"";"0";"1256";"156.7";"";"";
"PFT01-3305";"";"0";"1257";"157.0";"";"";
"PFT01-3305";"";"0";"1258";"157.1";"";"";
"PFT01-3305";"";"0";"1259";"157.2";"";"";
"PFT01-3305";"";"0";"1260";"157.3";"";"";
"PFT01-3306";"";"2";"1261";"157.4";"Rollenförderer: Verbindung zum Antrieb unterbrochen";"";
"PFT01-3306";"";"2";"1262";"157.5";"Rollenförderer: Umrichter gestört";"";
"PFT01-3306";"";"2";"1263";"157.6";"Rollenförderer: Ladeeinheit Bewegung fehlerhaft";"";
"PFT01-3306";"";"2";"1264";"157.7";"Schnelllauftor: Endlage nicht erreicht";"";
"PFT01-3306";"";"2";"1265";"158.0";"Schnelllauftor: Endlage nicht plausibel";"";
"PFT01-3306";"";"2";"1266";"158.1";"Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3306";"";"2";"1267";"158.2";"Auftragsfehler";"";
"PFT01-3306";"";"0";"1268";"158.3";"";"";
