"Position";"VisiPos";"Status";"F-Nr";"Adresse";"Meldung_DE_DE";"Hilfetext_DE_DE";
"PFT01-3601";"";"0";"1613";"201.4";"";"";
"PFT01-3601";"";"0";"1614";"201.5";"";"";
"PFT01-3601";"";"0";"1615";"201.6";"";"";
"PFT01-3601";"";"0";"1616";"201.7";"";"";
"PFT01-3601";"";"0";"1617";"202.0";"";"";
"PFT01-3601";"";"0";"1618";"202.1";"";"";
"PFT01-3601";"";"0";"1619";"202.2";"";"";
"PFT01-3601";"";"0";"1620";"202.3";"";"";
"PFT01-3602";"";"2";"1621";"202.4";"Rollenförderer: Verbindung zum Antrieb unterbrochen";"";
"PFT01-3602";"";"2";"1622";"202.5";"Rollenförderer: Umrichter gestört";"";
"PFT01-3602";"";"2";"1623";"202.6";"Rollenförderer: Ladeeinheit Bewegung fehlerhaft";"";
"PFT01-3602";"";"2";"1624";"202.7";"Spaltkontrolle ausgelöst";"";
"PFT01-3602";"";"2";"1625";"203.0";"Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3602";"";"2";"1626";"203.1";"Auftragsfehler";"";
"PFT01-3602";"";"0";"1627";"203.2";"";"";
"PFT01-3602";"";"0";"1628";"203.3";"";"";
"PFT01-3602";"";"0";"1629";"203.4";"";"";
"PFT01-3602";"";"0";"1630";"203.5";"";"";
"PFT01-3602";"";"0";"1631";"203.6";"";"";
"PFT01-3602";"";"0";"1632";"203.7";"";"";
"PFT01-3602";"";"0";"1633";"204.0";"";"";
"PFT01-3602";"";"0";"1634";"204.1";"";"";
"PFT01-3602";"";"0";"1635";"204.2";"";"";
"PFT01-3602";"";"0";"1636";"204.3";"";"";
"PFT01-3602";"";"0";"1637";"204.4";"";"";
"PFT01-3602";"";"0";"1638";"204.5";"";"";
"PFT01-3602";"";"0";"1639";"204.6";"";"";
"PFT01-3602";"";"0";"1640";"204.7";"";"";
"PFT01-3700";"PFT01-36; PFT01-3701; PFT01-3702; PFT01-3703; PFT01-3704; PFT01-3801; PFT01-3802; PFT01-3901; PFT01-3902";"1";"1641";"205.0";"Schaltschrank 37.01.SCH1: Handbetrieb aktiv";"";
"PFT01-3700";"PFT01-3701";"4";"1642";"205.1";"Schaltschrank 37.01.SCH1: HMI gestört";"";
"PFT01-3700";"PFT01-3701";"4";"1643";"205.2";"Schaltschrank 37.01.SCH1: Verbindung zum HMI unterbrochen";"";
"PFT01-3700";"PFT01-3701";"4";"1644";"205.3";"Schaltschrank 37.01.SCH1: Taster 'Zustimmung' gestört";"";
"PFT01-3700";"PFT01-37";"1";"1645";"205.4";"Schaltschrank 37.01.SCH1: Wartungsschalter ausgeschaltet";"";
"PFT01-3700";"PFT01-37";"1";"1646";"205.5";"Schaltschrank 38.02.SCH1: Wartungsschalter ausgeschaltet";"";
"PFT01-3700";"PFT01-37";"2";"1647";"205.6";"Schaltschrank 30.00.SCH1: Sicherungsautomat ausgelöst";"";
"PFT01-3700";"PFT01-37";"2";"1648";"205.7";"Schaltschrank 30.00.SCH1: Netzschütz abgefallen";"";
"PFT01-3700";"PFT01-37";"2";"1649";"206.0";"Schaltschrank 30.00.SCH1: Überwachung Netzschütz ausgelöst";"";
"PFT01-3700";"";"0";"1650";"206.1";"";"";
"PFT01-3700";"";"0";"1651";"206.2";"";"";
"PFT01-3700";"";"0";"1652";"206.3";"";"";
"PFT01-3700";"";"0";"1653";"206.4";"";"";
"PFT01-3700";"";"0";"1654";"206.5";"";"";
"PFT01-3700";"";"0";"1655";"206.6";"";"";
"PFT01-3700";"";"0";"1656";"206.7";"";"";
"PFT01-3700";"";"0";"1657";"207.0";"";"";
"PFT01-3700";"";"0";"1658";"207.1";"";"";
"PFT01-3700";"";"0";"1659";"207.2";"";"";
"PFT01-3700";"";"0";"1660";"207.3";"";"";
"PFT01-3701";"";"2";"1661";"207.4";"Rollenförderer: Verbindung zum Antrieb unterbrochen";"";
"PFT01-3701";"";"2";"1662";"207.5";"Rollenförderer: Umrichter gestört";"";
"PFT01-3701";"";"2";"1663";"207.6";"Rollenförderer: Ladeeinheit Bewegung fehlerhaft";"";
"PFT01-3701";"";"2";"1664";"207.7";"Schnelllauftor: Endlage nicht erreicht";"";
"PFT01-3701";"";"2";"1665";"208.0";"Schnelllauftor: Endlage nicht plausibel";"";
"PFT01-3701";"";"2";"1666";"208.1";"Spaltkontrolle zu Pos.36.2 ausgelöst";"";
"PFT01-3701";"PFT01-3702";"2";"1667";"208.2";"Spaltkontrolle zu Pos.37.2 ausgelöst";"";
"PFT01-3701";"";"2";"1668";"208.3";"Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3701";"";"2";"1669";"208.4";"Auftragsfehler";"";
"PFT01-3701";"";"4";"1670";"208.5";"Ladeeinheit wartet auf neue Zielposition";"";
"PFT01-3701";"";"0";"1671";"208.6";"";"";
"PFT01-3701";"";"0";"1672";"208.7";"";"";
"PFT01-3701";"";"0";"1673";"209.0";"";"";
"PFT01-3701";"";"0";"1674";"209.1";"";"";
"PFT01-3701";"";"0";"1675";"209.2";"";"";
"PFT01-3701";"";"0";"1676";"209.3";"";"";
"PFT01-3701";"";"0";"1677";"209.4";"";"";
"PFT01-3701";"";"0";"1678";"209.5";"";"";
"PFT01-3701";"";"0";"1679";"209.6";"";"";
"PFT01-3701";"";"0";"1680";"209.7";"";"";
"PFT01-3702";"";"2";"1681";"210.0";"Drehtisch: Verbindung zum Antrieb unterbrochen";"";
"PFT01-3702";"";"2";"1682";"210.1";"Drehtisch: Umrichter gestört";"";
"PFT01-3702";"";"2";"1683";"210.2";"Drehtisch: Endlage nicht erreicht";"";
"PFT01-3702";"";"2";"1684";"210.3";"Drehtisch: Endlage nicht plausibel";"";
"PFT01-3702";"";"2";"1685";"210.4";"Rollenförderer: Verbindung zum Antrieb unterbrochen";"";
"PFT01-3702";"";"2";"1686";"210.5";"Rollenförderer: Umrichter gestört";"";
"PFT01-3702";"";"2";"1687";"210.6";"Rollenförderer: Ladeeinheit Bewegung fehlerhaft";"";
"PFT01-3702";"";"2";"1688";"210.7";"Verbindung zum Feldmodul 3/7B unterbrochen";"";
"PFT01-3702";"";"2";"1689";"211.0";"Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3702";"";"2";"1690";"211.1";"Auftragsfehler";"";
"PFT01-3702";"";"0";"1691";"211.2";"";"";
"PFT01-3702";"";"0";"1692";"211.3";"";"";
"PFT01-3702";"";"0";"1693";"211.4";"";"";
"PFT01-3702";"";"0";"1694";"211.5";"";"";
"PFT01-3702";"";"0";"1695";"211.6";"";"";
"PFT01-3702";"";"0";"1696";"211.7";"";"";
"PFT01-3702";"";"0";"1697";"212.0";"";"";
"PFT01-3702";"";"0";"1698";"212.1";"";"";
"PFT01-3702";"";"0";"1699";"212.2";"";"";
"PFT01-3702";"";"0";"1700";"212.3";"";"";
"PFT01-3703";"";"2";"1701";"212.4";"Rollenförderer: Verbindung zum Antrieb unterbrochen";"";
"PFT01-3703";"";"2";"1702";"212.5";"Rollenförderer: Umrichter gestört";"";
"PFT01-3703";"";"2";"1703";"212.6";"Rollenförderer: Ladeeinheit Bewegung fehlerhaft";"";
"PFT01-3703";"PFT01-3702";"2";"1704";"212.7";"Spaltkontrolle zu Pos.37.2 ausgelöst";"";
"PFT01-3703";"PFT01-3704";"2";"1705";"213.0";"Spaltkontrolle zu Pos.37.4 ausgelöst";"";
"PFT01-3703";"";"2";"1706";"213.1";"Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3703";"";"2";"1707";"213.2";"Auftragsfehler";"";
"PFT01-3703";"";"0";"1708";"213.3";"";"";
"PFT01-3703";"";"0";"1709";"213.4";"";"";
"PFT01-3703";"";"0";"1710";"213.5";"";"";
"PFT01-3703";"";"0";"1711";"213.6";"";"";
"PFT01-3703";"";"0";"1712";"213.7";"";"";
"PFT01-3703";"";"0";"1713";"214.0";"";"";
"PFT01-3703";"";"0";"1714";"214.1";"";"";
"PFT01-3703";"";"0";"1715";"214.2";"";"";
"PFT01-3703";"";"0";"1716";"214.3";"";"";
"PFT01-3703";"";"0";"1717";"214.4";"";"";
"PFT01-3703";"";"0";"1718";"214.5";"";"";
"PFT01-3703";"";"0";"1719";"214.6";"";"";
"PFT01-3703";"";"0";"1720";"214.7";"";"";
"PFT01-3704";"";"2";"1721";"215.0";"Drehtisch: Verbindung zum Antrieb unterbrochen";"";
"PFT01-3704";"";"2";"1722";"215.1";"Drehtisch: Umrichter gestört";"";
"PFT01-3704";"";"2";"1723";"215.2";"Drehtisch: Endlage nicht erreicht";"";
"PFT01-3704";"";"2";"1724";"215.3";"Drehtisch: Endlage nicht plausibel";"";
"PFT01-3704";"";"2";"1725";"215.4";"Rollenförderer: Verbindung zum Antrieb unterbrochen";"";
"PFT01-3704";"";"2";"1726";"215.5";"Rollenförderer: Umrichter gestört";"";
"PFT01-3704";"";"2";"1727";"215.6";"Rollenförderer: Ladeeinheit Bewegung fehlerhaft";"";
"PFT01-3704";"";"2";"1728";"215.7";"Verbindung zum Feldmodul 3/21A unterbrochen";"";
"PFT01-3704";"";"2";"1729";"216.0";"Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3704";"";"2";"1730";"216.1";"Auftragsfehler";"";
"PFT01-3704";"";"0";"1731";"216.2";"";"";
"PFT01-3704";"";"0";"1732";"216.3";"";"";
"PFT01-3704";"";"0";"1733";"216.4";"";"";
"PFT01-3704";"";"0";"1734";"216.5";"";"";
"PFT01-3704";"";"0";"1735";"216.6";"";"";
"PFT01-3704";"";"0";"1736";"216.7";"";"";
"PFT01-3704";"";"0";"1737";"217.0";"";"";
"PFT01-3704";"";"0";"1738";"217.1";"";"";
"PFT01-3704";"";"0";"1739";"217.2";"";"";
"PFT01-3704";"";"0";"1740";"217.3";"";"";
"PFT01-3800";"";"0";"1741";"217.4";"";"";
"PFT01-3800";"PFT01-3701; PFT01-3702; PFT01-3703; PFT01-3704; PFT01-3801; PFT01-3802; PFT01-3803; PFT01-3804; PFT01-3901; PFT01-3902; PFT01-3903; PFT01-3904";"1";"1742";"217.5";"Schaltschrank 38.02.SCH1: Handbetrieb aktiv";"";
"PFT01-3800";"PFT01-3803; PFT01-3804; PFT01-3805; PFT01-3806; PFT01-3807; PFT01-3903; PFT01-3904; PFT01-3905; PFT01-3906; PFT01-3907";"1";"1743";"217.6";"Schaltschrank 38.05.SCH1: Handbetrieb aktiv";"";
"PFT01-3800";"PFT01-3806; PFT01-3807; PFT01-3808; PFT01-3809; PFT01-3810; PFT01-3906; PFT01-3907; PFT01-3908; PFT01-3909; PFT01-3910";"1";"1744";"217.7";"Schaltschrank 38.08.SCH1: Handbetrieb aktiv";"";
"PFT01-3800";"PFT01-3809; PFT01-3810; PFT01-3811; PFT01-3909; PFT01-3910; PFT01-3911; PFT01-4001; PFT01-4002; PFT01-4003; PFT01-4004; PFT01-4005; PFT01-4006";"1";"1745";"218.0";"Schaltschrank 38.11.SCH1: Handbetrieb aktiv";"";
"PFT01-3800";"PFT01-3802";"4";"1746";"218.1";"Schaltschrank 38.02.SCH1: HMI gestört";"";
"PFT01-3800";"PFT01-3802";"4";"1747";"218.2";"Schaltschrank 38.02.SCH1: Verbindung zum HMI unterbrochen";"";
"PFT01-3800";"PFT01-3805";"4";"1748";"218.3";"Schaltschrank 38.05.SCH1: HMI gestört";"";
"PFT01-3800";"PFT01-3805";"4";"1749";"218.4";"Schaltschrank 38.05.SCH1: Verbindung zum HMI unterbrochen";"";
"PFT01-3800";"PFT01-3808";"4";"1750";"218.5";"Schaltschrank 38.08.SCH1: HMI gestört";"";
"PFT01-3800";"PFT01-3808";"4";"1751";"218.6";"Schaltschrank 38.08.SCH1: Verbindung zum HMI unterbrochen";"";
"PFT01-3800";"PFT01-3811";"4";"1752";"218.7";"Schaltschrank 38.11.SCH1: HMI gestört";"";
"PFT01-3800";"PFT01-3811";"4";"1753";"219.0";"Schaltschrank 38.11.SCH1: Verbindung zum HMI unterbrochen";"";
"PFT01-3800";"PFT01-38";"1";"1754";"219.1";"Schaltschrank 37.01.SCH1: Wartungsschalter ausgeschaltet";"";
"PFT01-3800";"PFT01-38";"1";"1755";"219.2";"Schaltschrank 38.05.SCH1: Wartungsschalter ausgeschaltet";"";
"PFT01-3800";"PFT01-38";"1";"1756";"219.3";"Schaltschrank 38.11.SCH1: Wartungsschalter ausgeschaltet";"";
"PFT01-3800";"PFT01-38";"1";"1757";"219.4";"Schaltschrank 38.08.SCH1: Wartungsschalter ausgeschaltet";"";
"PFT01-3800";"PFT01-38";"1";"1758";"219.5";"Schaltschrank 38.02.SCH1: Wartungsschalter ausgeschaltet";"";
"PFT01-3800";"PFT01-38";"2";"1759";"219.6";"Schaltschrank 40.08.SCH1: Sicherungsautomat ausgelöst";"";
"PFT01-3800";"PFT01-38";"2";"1760";"219.7";"Schaltschrank 40.08.SCH1: Netzschütz abgefallen";"";
"PFT01-3800";"PFT01-38";"2";"1761";"220.0";"Schaltschrank 40.08.SCH1: Überwachung Netzschütz ausgelöst";"";
"PFT01-3800";"";"0";"1762";"220.1";"";"";
"PFT01-3800";"";"0";"1763";"220.2";"";"";
"PFT01-3800";"";"0";"1764";"220.3";"";"";
"PFT01-3800";"";"0";"1765";"220.4";"";"";
"PFT01-3800";"";"0";"1766";"220.5";"";"";
"PFT01-3800";"";"0";"1767";"220.6";"";"";
"PFT01-3800";"";"0";"1768";"220.7";"";"";
"PFT01-3800";"";"0";"1769";"221.0";"";"";
"PFT01-3800";"";"0";"1770";"221.1";"";"";
"PFT01-3801";"";"2";"1771";"221.2";"Rollenförderer: Verbindung zum Antrieb unterbrochen";"";
"PFT01-3801";"";"2";"1772";"221.3";"Rollenförderer: Umrichter gestört";"";
"PFT01-3801";"";"2";"1773";"221.4";"Rollenförderer: Ladeeinheit Bewegung fehlerhaft";"";
"PFT01-3801";"PFT01-3702";"2";"1774";"221.5";"Spaltkontrolle ausgelöst";"";
"PFT01-3801";"";"2";"1775";"221.6";"Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3801";"";"2";"1776";"221.7";"Auftragsfehler";"";
"PFT01-3801";"";"4";"1777";"222.0";"Ladeeinheit wartet auf neue Zielposition";"";
"PFT01-3801";"";"0";"1778";"222.1";"";"";
"PFT01-3801";"";"0";"1779";"222.2";"";"";
"PFT01-3801";"";"0";"1780";"222.3";"";"";
"PFT01-3801";"";"0";"1781";"222.4";"";"";
"PFT01-3801";"";"0";"1782";"222.5";"";"";
"PFT01-3801";"";"0";"1783";"222.6";"";"";
"PFT01-3801";"";"0";"1784";"222.7";"";"";
"PFT01-3801";"";"0";"1785";"223.0";"";"";
"PFT01-3801";"";"0";"1786";"223.1";"";"";
"PFT01-3801";"";"0";"1787";"223.2";"";"";
"PFT01-3801";"";"0";"1788";"223.3";"";"";
"PFT01-3801";"";"0";"1789";"223.4";"";"";
"PFT01-3801";"";"0";"1790";"223.5";"";"";
"PFT01-3802";"";"2";"1791";"223.6";"Rollenförderer: Verbindung zum Antrieb unterbrochen";"";
"PFT01-3802";"";"2";"1792";"223.7";"Rollenförderer: Umrichter gestört";"";
"PFT01-3802";"";"2";"1793";"224.0";"Rollenförderer: Ladeeinheit Bewegung fehlerhaft";"";
"PFT01-3802";"";"2";"1794";"224.1";"1.Platz: Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3802";"";"2";"1795";"224.2";"1.Platz: Auftragsfehler";"";
"PFT01-3802";"";"2";"1796";"224.3";"2.Platz: Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3802";"";"2";"1797";"224.4";"2.Platz: Auftragsfehler";"";
"PFT01-3802";"";"2";"1798";"224.5";"3.Platz: Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3802";"";"2";"1799";"224.6";"3.Platz: Auftragsfehler";"";
"PFT01-3802";"";"0";"1800";"224.7";"";"";
"PFT01-3802";"";"0";"1801";"225.0";"";"";
"PFT01-3802";"";"0";"1802";"225.1";"";"";
"PFT01-3802";"";"0";"1803";"225.2";"";"";
"PFT01-3802";"";"0";"1804";"225.3";"";"";
"PFT01-3802";"";"0";"1805";"225.4";"";"";
"PFT01-3802";"";"0";"1806";"225.5";"";"";
"PFT01-3802";"";"0";"1807";"225.6";"";"";
"PFT01-3802";"";"0";"1808";"225.7";"";"";
"PFT01-3802";"";"0";"1809";"226.0";"";"";
"PFT01-3802";"";"0";"1810";"226.1";"";"";
"PFT01-3803";"";"2";"1811";"226.2";"Rollenförderer: Verbindung zum Antrieb unterbrochen";"";
"PFT01-3803";"";"2";"1812";"226.3";"Rollenförderer: Umrichter gestört";"";
"PFT01-3803";"";"2";"1813";"226.4";"Rollenförderer: Ladeeinheit Bewegung fehlerhaft";"";
"PFT01-3803";"";"2";"1814";"226.5";"1.Platz: Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3803";"";"2";"1815";"226.6";"1.Platz: Auftragsfehler";"";
"PFT01-3803";"";"2";"1816";"226.7";"2.Platz: Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3803";"";"2";"1817";"227.0";"2.Platz: Auftragsfehler";"";
"PFT01-3803";"";"2";"1818";"227.1";"3.Platz: Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3803";"";"2";"1819";"227.2";"3.Platz: Auftragsfehler";"";
"PFT01-3803";"";"0";"1820";"227.3";"";"";
"PFT01-3803";"";"0";"1821";"227.4";"";"";
"PFT01-3803";"";"0";"1822";"227.5";"";"";
"PFT01-3803";"";"0";"1823";"227.6";"";"";
"PFT01-3803";"";"0";"1824";"227.7";"";"";
"PFT01-3803";"";"0";"1825";"228.0";"";"";
"PFT01-3803";"";"0";"1826";"228.1";"";"";
"PFT01-3803";"";"0";"1827";"228.2";"";"";
"PFT01-3803";"";"0";"1828";"228.3";"";"";
"PFT01-3803";"";"0";"1829";"228.4";"";"";
"PFT01-3803";"";"0";"1830";"228.5";"";"";
"PFT01-3804";"";"2";"1831";"228.6";"Rollenförderer: Verbindung zum Antrieb unterbrochen";"";
"PFT01-3804";"";"2";"1832";"228.7";"Rollenförderer: Umrichter gestört";"";
"PFT01-3804";"";"2";"1833";"229.0";"Rollenförderer: Ladeeinheit Bewegung fehlerhaft";"";
"PFT01-3804";"";"2";"1834";"229.1";"1.Platz: Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3804";"";"2";"1835";"229.2";"1.Platz: Auftragsfehler";"";
"PFT01-3804";"";"2";"1836";"229.3";"2.Platz: Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3804";"";"2";"1837";"229.4";"2.Platz: Auftragsfehler";"";
"PFT01-3804";"";"2";"1838";"229.5";"3.Platz: Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3804";"";"2";"1839";"229.6";"3.Platz: Auftragsfehler";"";
"PFT01-3804";"";"0";"1840";"229.7";"";"";
"PFT01-3804";"";"0";"1841";"230.0";"";"";
"PFT01-3804";"";"0";"1842";"230.1";"";"";
"PFT01-3804";"";"0";"1843";"230.2";"";"";
"PFT01-3804";"";"0";"1844";"230.3";"";"";
"PFT01-3804";"";"0";"1845";"230.4";"";"";
"PFT01-3804";"";"0";"1846";"230.5";"";"";
"PFT01-3804";"";"0";"1847";"230.6";"";"";
"PFT01-3804";"";"0";"1848";"230.7";"";"";
"PFT01-3804";"";"0";"1849";"231.0";"";"";
"PFT01-3804";"";"0";"1850";"231.1";"";"";
"PFT01-3805";"";"2";"1851";"231.2";"Rollenförderer: Verbindung zum Antrieb unterbrochen";"";
"PFT01-3805";"";"2";"1852";"231.3";"Rollenförderer: Umrichter gestört";"";
"PFT01-3805";"";"2";"1853";"231.4";"Rollenförderer: Ladeeinheit Bewegung fehlerhaft";"";
"PFT01-3805";"";"2";"1854";"231.5";"1.Platz: Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3805";"";"2";"1855";"231.6";"1.Platz: Auftragsfehler";"";
"PFT01-3805";"";"2";"1856";"231.7";"2.Platz: Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3805";"";"2";"1857";"232.0";"2.Platz: Auftragsfehler";"";
"PFT01-3805";"";"2";"1858";"232.1";"3.Platz: Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3805";"";"2";"1859";"232.2";"3.Platz: Auftragsfehler";"";
"PFT01-3805";"";"0";"1860";"232.3";"";"";
"PFT01-3805";"";"0";"1861";"232.4";"";"";
"PFT01-3805";"";"0";"1862";"232.5";"";"";
"PFT01-3805";"";"0";"1863";"232.6";"";"";
"PFT01-3805";"";"0";"1864";"232.7";"";"";
"PFT01-3805";"";"0";"1865";"233.0";"";"";
"PFT01-3805";"";"0";"1866";"233.1";"";"";
"PFT01-3805";"";"0";"1867";"233.2";"";"";
"PFT01-3805";"";"0";"1868";"233.3";"";"";
"PFT01-3805";"";"0";"1869";"233.4";"";"";
"PFT01-3805";"";"0";"1870";"233.5";"";"";
"PFT01-3806";"";"2";"1871";"233.6";"Rollenförderer: Verbindung zum Antrieb unterbrochen";"";
"PFT01-3806";"";"2";"1872";"233.7";"Rollenförderer: Umrichter gestört";"";
"PFT01-3806";"";"2";"1873";"234.0";"Rollenförderer: Ladeeinheit Bewegung fehlerhaft";"";
"PFT01-3806";"";"2";"1874";"234.1";"1.Platz: Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3806";"";"2";"1875";"234.2";"1.Platz: Auftragsfehler";"";
"PFT01-3806";"";"2";"1876";"234.3";"2.Platz: Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3806";"";"2";"1877";"234.4";"2.Platz: Auftragsfehler";"";
"PFT01-3806";"";"2";"1878";"234.5";"3.Platz: Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3806";"";"2";"1879";"234.6";"3.Platz: Auftragsfehler";"";
"PFT01-3806";"";"0";"1880";"234.7";"";"";
"PFT01-3806";"";"0";"1881";"235.0";"";"";
"PFT01-3806";"";"0";"1882";"235.1";"";"";
"PFT01-3806";"";"0";"1883";"235.2";"";"";
"PFT01-3806";"";"0";"1884";"235.3";"";"";
"PFT01-3806";"";"0";"1885";"235.4";"";"";
"PFT01-3806";"";"0";"1886";"235.5";"";"";
"PFT01-3806";"";"0";"1887";"235.6";"";"";
"PFT01-3806";"";"0";"1888";"235.7";"";"";
"PFT01-3806";"";"0";"1889";"236.0";"";"";
"PFT01-3806";"";"0";"1890";"236.1";"";"";
"PFT01-3807";"";"2";"1891";"236.2";"Rollenförderer: Verbindung zum Antrieb unterbrochen";"";
"PFT01-3807";"";"2";"1892";"236.3";"Rollenförderer: Umrichter gestört";"";
"PFT01-3807";"";"2";"1893";"236.4";"Rollenförderer: Ladeeinheit Bewegung fehlerhaft";"";
"PFT01-3807";"";"2";"1894";"236.5";"1.Platz: Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3807";"";"2";"1895";"236.6";"1.Platz: Auftragsfehler";"";
"PFT01-3807";"";"2";"1896";"236.7";"2.Platz: Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3807";"";"2";"1897";"237.0";"2.Platz: Auftragsfehler";"";
"PFT01-3807";"";"2";"1898";"237.1";"3.Platz: Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3807";"";"2";"1899";"237.2";"3.Platz: Auftragsfehler";"";
"PFT01-3807";"";"0";"1900";"237.3";"";"";
"PFT01-3807";"";"0";"1901";"237.4";"";"";
"PFT01-3807";"";"0";"1902";"237.5";"";"";
"PFT01-3807";"";"0";"1903";"237.6";"";"";
"PFT01-3807";"";"0";"1904";"237.7";"";"";
"PFT01-3807";"";"0";"1905";"238.0";"";"";
"PFT01-3807";"";"0";"1906";"238.1";"";"";
"PFT01-3807";"";"0";"1907";"238.2";"";"";
"PFT01-3807";"";"0";"1908";"238.3";"";"";
"PFT01-3807";"";"0";"1909";"238.4";"";"";
"PFT01-3807";"";"0";"1910";"238.5";"";"";
"PFT01-3808";"";"2";"1911";"238.6";"Rollenförderer: Verbindung zum Antrieb unterbrochen";"";
"PFT01-3808";"";"2";"1912";"238.7";"Rollenförderer: Umrichter gestört";"";
"PFT01-3808";"";"2";"1913";"239.0";"Rollenförderer: Ladeeinheit Bewegung fehlerhaft";"";
"PFT01-3808";"";"2";"1914";"239.1";"1.Platz: Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3808";"";"2";"1915";"239.2";"1.Platz: Auftragsfehler";"";
"PFT01-3808";"";"2";"1916";"239.3";"2.Platz: Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3808";"";"2";"1917";"239.4";"2.Platz: Auftragsfehler";"";
"PFT01-3808";"";"2";"1918";"239.5";"3.Platz: Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3808";"";"2";"1919";"239.6";"3.Platz: Auftragsfehler";"";
"PFT01-3808";"";"0";"1920";"239.7";"";"";
"PFT01-3808";"";"0";"1921";"240.0";"";"";
"PFT01-3808";"";"0";"1922";"240.1";"";"";
"PFT01-3808";"";"0";"1923";"240.2";"";"";
"PFT01-3808";"";"0";"1924";"240.3";"";"";
"PFT01-3808";"";"0";"1925";"240.4";"";"";
"PFT01-3808";"";"0";"1926";"240.5";"";"";
"PFT01-3808";"";"0";"1927";"240.6";"";"";
"PFT01-3808";"";"0";"1928";"240.7";"";"";
"PFT01-3808";"";"0";"1929";"241.0";"";"";
"PFT01-3808";"";"0";"1930";"241.1";"";"";
"PFT01-3809";"";"2";"1931";"241.2";"Rollenförderer: Verbindung zum Antrieb unterbrochen";"";
"PFT01-3809";"";"2";"1932";"241.3";"Rollenförderer: Umrichter gestört";"";
"PFT01-3809";"";"2";"1933";"241.4";"Rollenförderer: Ladeeinheit Bewegung fehlerhaft";"";
"PFT01-3809";"";"2";"1934";"241.5";"1.Platz: Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3809";"";"2";"1935";"241.6";"1.Platz: Auftragsfehler";"";
"PFT01-3809";"";"2";"1936";"241.7";"2.Platz: Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3809";"";"2";"1937";"242.0";"2.Platz: Auftragsfehler";"";
"PFT01-3809";"";"2";"1938";"242.1";"3.Platz: Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3809";"";"2";"1939";"242.2";"3.Platz: Auftragsfehler";"";
"PFT01-3809";"";"0";"1940";"242.3";"";"";
"PFT01-3809";"";"0";"1941";"242.4";"";"";
"PFT01-3809";"";"0";"1942";"242.5";"";"";
"PFT01-3809";"";"0";"1943";"242.6";"";"";
"PFT01-3809";"";"0";"1944";"242.7";"";"";
"PFT01-3809";"";"0";"1945";"243.0";"";"";
"PFT01-3809";"";"0";"1946";"243.1";"";"";
"PFT01-3809";"";"0";"1947";"243.2";"";"";
"PFT01-3809";"";"0";"1948";"243.3";"";"";
"PFT01-3809";"";"0";"1949";"243.4";"";"";
"PFT01-3809";"";"0";"1950";"243.5";"";"";
"PFT01-3810";"";"2";"1951";"243.6";"Rollenförderer: Verbindung zum Antrieb unterbrochen";"";
"PFT01-3810";"";"2";"1952";"243.7";"Rollenförderer: Umrichter gestört";"";
"PFT01-3810";"";"2";"1953";"244.0";"Rollenförderer: Ladeeinheit Bewegung fehlerhaft";"";
"PFT01-3810";"";"2";"1954";"244.1";"1.Platz: Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3810";"";"2";"1955";"244.2";"1.Platz: Auftragsfehler";"";
"PFT01-3810";"";"2";"1956";"244.3";"2.Platz: Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3810";"";"2";"1957";"244.4";"2.Platz: Auftragsfehler";"";
"PFT01-3810";"";"2";"1958";"244.5";"3.Platz: Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3810";"";"2";"1959";"244.6";"3.Platz: Auftragsfehler";"";
"PFT01-3810";"";"0";"1960";"244.7";"";"";
"PFT01-3810";"";"0";"1961";"245.0";"";"";
